aggregation_version,experiment,family,phase,source_kind,model,source_model_version,source_analysis_version,protocol,regime,mode,horizon_seconds,nominal_coverage,calibrated,metric,aggregation,n_seeds,seeds,value_median,value_minimum,value_maximum,users,sessions,origins,seed_inferential_test
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,0.9,false,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0187817454338073,0.011565351486206,0.0241281032562256,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,0.9,false,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,0.9,false,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,32.97865676879883,32.784767150878906,33.27992630004883,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,0.9,false,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.8812182545661926,0.8758718967437744,0.888434648513794,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,0.9,true,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0187817454338073,0.011565351486206,0.0241281032562256,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,0.9,true,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,0.9,true,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,32.97865676879883,32.784767150878906,33.27992630004883,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,0.9,true,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.8812182545661926,0.8758718967437744,0.888434648513794,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.5,false,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0059782862663269,0.0003416836261749,0.0154978036880493,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.5,false,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.5,false,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,12.898600578308104,12.747602462768556,13.109500885009766,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.5,false,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.4996583163738251,0.4845021963119507,0.5059782862663269,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.5,true,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0059782862663269,0.0003416836261749,0.0154978036880493,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.5,true,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.5,true,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,12.898600578308104,12.747602462768556,13.109500885009766,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.5,true,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.4996583163738251,0.4845021963119507,0.5059782862663269,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.8,false,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0091994285583496,0.0064738869667053,0.0153218388557434,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.8,false,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.8,false,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,26.456768035888672,26.105928421020508,26.676589965820312,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.8,false,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.7908005714416504,0.7846781611442566,0.7935261130332947,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.8,true,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0091994285583496,0.0064738869667053,0.0153218388557434,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.8,true,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.8,true,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,26.456768035888672,26.105928421020508,26.676589965820312,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.8,true,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.7908005714416504,0.7846781611442566,0.7935261130332947,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.9,false,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.010201895236969,0.0074548363685608,0.0164343357086181,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.9,false,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.9,false,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,36.873817443847656,35.89976119995117,36.87992858886719,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.9,false,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.889798104763031,0.8835656642913818,0.8925451636314392,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.9,true,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.010201895236969,0.0074548363685608,0.0164343357086181,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.9,true,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.9,true,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,36.873817443847656,35.89976119995117,36.87992858886719,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,0.9,true,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.889798104763031,0.8835656642913818,0.8925451636314392,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,60,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,-0.5997307896614075,-0.8587582111358643,-0.4621241986751556,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,60,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,5.918801784515381,5.862738609313965,5.993279457092285,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,60,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,7.292823791503906,7.23547887802124,7.366637229919434,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,180,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,-0.6240148544311523,-0.7014598250389099,-0.2155555933713913,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,180,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,8.17273235321045,7.943546772003174,8.25386905670166,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,180,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,9.901897430419922,9.736242294311523,10.016088485717772,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,300,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,1.427582859992981,1.1398369073867798,1.5763278007507324,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,300,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,11.098682403564451,10.967357635498049,11.359700202941896,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,history_informed,300,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,12.839506149291992,12.710359573364258,13.046491622924805,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,60,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0489798933267593,-0.2378428280353546,0.114554114639759,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,60,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,5.848422527313232,5.84006929397583,5.988856792449951,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,60,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,7.216748714447021,7.20112943649292,7.358870506286621,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,180,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.606225311756134,0.5114226341247559,0.9286574125289916,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,180,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,8.118179321289062,7.825667381286621,8.203402519226074,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,180,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,9.897215843200684,9.683737754821776,10.002045631408691,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,300,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,2.800466775894165,2.5061910152435303,2.807453393936157,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,300,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,11.465617179870604,11.394458770751951,11.645585060119627,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__indoor_virtual_cycling,zero_history,300,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,13.065597534179688,13.01799201965332,13.223819732666016,18,234,1523,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,60,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,-0.3599621057510376,-0.3809708952903747,-0.2557360231876373,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,60,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,6.209912300109863,6.113548278808594,6.273045539855957,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,60,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,7.49423885345459,7.406683921813965,7.5516357421875,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,180,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,-0.2364785075187683,-0.3647767603397369,-0.2254388928413391,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,180,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,8.570405006408691,8.493586540222168,8.690276145935059,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,180,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,10.266237258911133,10.184924125671388,10.37015438079834,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,300,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.1203095838427543,0.1178650259971618,0.3593593835830688,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,300,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,9.059664726257324,8.960474014282227,9.064974784851074,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,history_informed,300,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,10.822017669677734,10.70985507965088,10.828984260559082,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,60,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.331352561712265,0.268448531627655,0.3355961740016937,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,60,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,6.17648983001709,6.070065975189209,6.222827911376953,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,60,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,7.471926212310791,7.37145471572876,7.502598285675049,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.9632697105407716,0.8308529853820801,1.1435275077819824,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,8.418294906616211,8.402347564697266,8.52592658996582,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,180,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,10.171792984008787,10.138495445251465,10.271486282348633,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,,,bias_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,1.5012106895446775,1.417405605316162,1.9476714134216309,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,,,mae_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,8.97940444946289,8.894430160522461,9.01781940460205,118,1571,11591,False
0.22.0,held_sport,indoor_virtual_cycling,evaluation,point,history_quantile_tcn,0.12.0,,held_sport,unseen_sport__indoor_virtual_cycling,zero_history,300,,,rmse_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,10.81454372406006,10.730876922607422,10.88250732421875,118,1571,11591,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.5,false,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0838347971439361,0.0469444692134857,0.0862348675727844,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.5,false,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.5,false,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,11.096883773803713,11.072809219360352,12.084739685058594,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.5,false,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.4161652028560638,0.4137651324272156,0.4530555307865143,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.5,true,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0632573962211608,0.0378371477127075,0.0697799921035766,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.5,true,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.2001953125,0.1326141357421875,0.20166015625,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.5,true,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,11.497274398803713,11.476129531860352,12.349968910217283,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.5,true,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.4367426037788391,0.4302200078964233,0.4621628522872925,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.8,false,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0867148518562317,0.0545368671417236,0.0911728620529175,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.8,false,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.8,false,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,21.33143424987793,21.24907493591309,23.164255142211918,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.8,false,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.7132851481437683,0.7088271379470825,0.7454631328582764,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.8,true,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0635660171508789,0.0420508861541748,0.0731644511222839,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.8,true,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.384765625,0.203125,0.4877166748046875,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.8,true,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,22.224504470825195,22.10096549987793,23.570505142211918,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.8,true,picp,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.7364339828491211,0.7268355488777161,0.7579491138458252,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.9,false,absolute_coverage_error,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0591388583183288,0.0309866905212402,0.064393663406372,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.9,false,conformal_adjustment_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,0.0,0.0,0.0,77,6097,37856,False
0.22.0,held_sport,outdoor_cycling,evaluation,interval,history_quantile_tcn,0.12.0,,held_sport,joint_user_sport__outdoor_cycling,history_informed,60,0.9,false,mean_interval_width_bpm,"origin-within-session, session-within-user, equal-user mean",3,20260722;20260723;20260724,28.748634338378903,28.74142074584961,30.75712203979492,77,6097,37856,False
