analysis_version,regime,mode,horizon_seconds,seeds,n_seeds,common_mae_median_bpm,common_mae_min_bpm,common_mae_max_bpm,horizon_specific_mae_median_bpm,horizon_specific_mae_min_bpm,horizon_specific_mae_max_bpm,expanded_minus_common_seed_median_bpm,expanded_minus_common_seed_min_bpm,expanded_minus_common_seed_max_bpm,paired_user_estimate_bpm,paired_user_ci_lower_bpm,paired_user_ci_upper_bpm,users,sessions,common_origins,horizon_specific_origins,added_origins
0.30.0,within_user_temporal_test,history_informed,60,20260722;20260723;20260724;20260725;20260726,5,6.0118279457092285,6.003769874572754,6.057161808013916,6.015206813812256,6.002716064453125,6.052501678466797,0.0024900436401367188,-0.004660129547119141,0.004179477691650391,0.0007575871572212857,-0.03651722974100697,0.03647419692657668,948,16012,104144,118631,14487
0.30.0,within_user_temporal_test,history_informed,180,20260722;20260723;20260724;20260725;20260726,5,7.556800842285156,7.547680377960205,7.562630653381348,7.700742244720459,7.691849708557129,7.705822944641113,0.14372587203979492,0.13843536376953125,0.14416933059692383,0.14269264063754666,0.10221633891264596,0.1847842669958555,948,16012,104144,112710,8566
0.30.0,within_user_temporal_test,history_informed,300,20260722;20260723;20260724;20260725;20260726,5,8.24500846862793,8.239315032958984,8.267219543457031,8.35465145111084,8.347240447998047,8.378767013549805,0.10983562469482422,0.10223197937011719,0.1140298843383789,0.10933895390244978,0.05750171431069132,0.16995494146575907,948,16012,104144,107326,3182
0.30.0,unseen_user_test,history_informed,60,20260722;20260723;20260724;20260725;20260726,5,5.849038600921631,5.821257591247559,5.866835117340088,5.836157321929932,5.80812406539917,5.852625846862793,-0.013133525848388672,-0.021167278289794922,0.0035872459411621094,-0.01036993367331369,-0.11340804936204636,0.07982476971262974,105,15026,101184,114803,13619
0.30.0,unseen_user_test,history_informed,180,20260722;20260723;20260724;20260725;20260726,5,7.407142639160156,7.3938140869140625,7.420022964477539,7.551511764526367,7.536069869995117,7.567331314086914,0.14436912536621094,0.14154624938964844,0.15170526504516602,0.14543713229043145,0.0893262737875893,0.20685532853716895,105,15026,101184,109252,8068
0.30.0,unseen_user_test,history_informed,300,20260722;20260723;20260724;20260725;20260726,5,8.156834602355957,8.126999855041504,8.212199211120605,8.238306045532227,8.205302238464355,8.284024238586426,0.07830238342285156,0.07182502746582031,0.08147144317626953,0.07736684117998395,0.036879947526114336,0.1297039363270714,105,15026,101184,104019,2835
0.30.0,goldencheetah_frozen_external,zero_history,60,20260722;20260723;20260724;20260725;20260726,5,7.464600563049316,7.426656246185303,7.4705352783203125,7.562336444854736,7.521726608276367,7.574466228485107,0.09773588180541992,0.09507036209106445,0.10393095016479492,0.09889728062682683,0.06937464613881376,0.1299256635374493,144,31851,531725,576694,44969
0.30.0,goldencheetah_frozen_external,zero_history,180,20260722;20260723;20260724;20260725;20260726,5,10.205812454223633,10.191957473754883,10.230972290039062,10.366464614868164,10.343589782714844,10.38231372833252,0.15499496459960938,0.14586830139160156,0.16065216064453125,0.15364497635099625,0.12254772754179108,0.18594512858324574,144,31851,531725,560135,28410
0.30.0,goldencheetah_frozen_external,zero_history,300,20260722;20260723;20260724;20260725;20260726,5,11.213605880737305,11.186100959777832,11.22553825378418,11.287333488464355,11.25890064239502,11.297183990478516,0.07340335845947266,0.06781005859375,0.07865047454833984,0.07359065943294102,0.05162075120541784,0.09645381629467009,144,31851,531725,546076,14351
