analysis_version,scope,seed,regime,mode,horizon_seconds,nominal_coverage,origin_pooled_adjustment_bpm,balanced_adjustment_bpm,delta_adjustment_bpm,delta_picp,delta_picp_ci_low,delta_picp_ci_high,delta_absolute_coverage_error,delta_absolute_coverage_error_ci_low,delta_absolute_coverage_error_ci_high,delta_mean_interval_width_bpm,delta_mean_interval_width_ci_low_bpm,delta_mean_interval_width_ci_high_bpm,evaluation_users,bootstrap_replicates,bootstrap_unit,calibration_thresholds_fixed,optimization_seed_variability_in_ci
0.24.0,conditional_on_seed,20260722,unseen_user_test,zero_history,180,0.8,0.0,0.5234375,0.5234375,0.02206479987783294,0.0201753510326199,0.023979361632877474,-0.010003257239144858,-0.02300383035726662,0.013108063447678836,1.0455521595421438,1.0432227834215066,1.0468149530319906,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,goldencheetah_frozen_external,zero_history,180,0.8,0.0,0.5234375,0.5234375,0.01870529601598714,0.01761014257055602,0.019830591830648732,-0.01870529601598714,-0.019830591830648732,-0.01761014257055602,1.0468336087606005,1.0467940116994847,1.04686216867325,144,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,unseen_user_test,zero_history,300,0.8,0.0,0.4140625,0.4140625,0.015992498830381674,0.014307632738367984,0.0177847661049459,-0.015992498830381674,-0.017560742703548876,0.007266773530668916,0.8271178666361898,0.8253560732076867,0.82807570910956,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,goldencheetah_frozen_external,zero_history,300,0.8,0.0,0.4140625,0.4140625,0.012246654895951226,0.011472216537816753,0.013046759211226434,-0.012246654895951226,-0.013046759211226434,-0.011472216537816755,0.8280922851396078,0.8280610960466277,0.8281149797052485,144,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,unseen_user_test,zero_history,60,0.9,0.0303802490234375,0.62890625,0.5985260009765625,0.017389622701741936,0.01546276929365858,0.019406467331353452,-0.0038553074358830264,-0.017571806660338016,0.010602372160664843,1.1944993733235947,1.1900068885305588,1.196909862268512,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,goldencheetah_frozen_external,zero_history,60,0.9,0.0303802490234375,0.62890625,0.5985260009765625,0.014474911495550247,0.013163888476687882,0.01613079430350149,-0.014474911495550247,-0.01613079430350149,-0.013159909123994068,1.196962829773149,1.1968806034806527,1.19702339224316,144,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,unseen_user_test,zero_history,180,0.9,0.0,0.6171875,0.6171875,0.013813410699719308,0.011702094904732998,0.016529471452822,-0.013693164747952458,-0.0163522810338373,0.0035264411124794996,1.231743300451516,1.227221364719422,1.2342270284656567,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,goldencheetah_frozen_external,zero_history,180,0.9,0.0,0.6171875,0.6171875,0.011760984298888277,0.010924579866104159,0.012677423534526245,-0.011760984298888277,-0.012677423534526245,-0.01092457986610416,1.23430420790433,1.234246609713212,1.2343493176326465,144,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,unseen_user_test,zero_history,300,0.9,0.0,0.90625,0.90625,0.015251172588059858,0.01356981999624175,0.017070327053637722,-0.015251172588059858,-0.01695152490409321,0.001316004356215235,1.808458774295957,1.8013780217723065,1.8122709818219827,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260722,goldencheetah_frozen_external,zero_history,300,0.9,0.0,0.90625,0.90625,0.015355248525931953,0.014371398547052642,0.016354991990521654,-0.015355248525931953,-0.016354991990521654,-0.014371398547052642,1.8123946426855966,1.812310408858714,1.812460040608552,144,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,60,0.5,0.0078125,0.06640625,0.05859375,0.007790329045631816,0.006711741167947946,0.008913799941666554,-0.007790329045631816,-0.008897723917175266,-0.006548626320020637,0.11705337870346533,0.1168046052393148,0.11718641008649655,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,180,0.5,0.0286407470703125,0.2138671875,0.1852264404296875,0.017799877848428847,0.015607326044706073,0.020115127895935114,-0.017799877848428847,-0.019870847168182392,-0.011280576360122817,0.36993018766701624,0.36896466198579725,0.37044943542707287,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,300,0.5,0.0,0.1328125,0.1328125,0.010995661555063208,0.009513595512989899,0.012612477942413228,-0.010995661555063208,-0.012530577542933788,-0.008507808077255551,0.2652521467901465,0.26454396799541685,0.2656225295293897,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,60,0.8,0.0,0.19921875,0.19921875,0.013451991872307056,0.011183463386007763,0.01628345066994108,-0.00960459059468799,-0.015317141174994059,0.00976427885950114,0.39745268816592016,0.3956625569366734,0.3984068803785628,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,180,0.8,0.046875,0.5129241943359375,0.4660491943359375,0.020941048998197487,0.018585589359940154,0.02326898767670391,-0.01273855765735854,-0.0222080941049277,0.00680647255904877,0.9292943575529371,0.9241671261606438,0.9320367090101592,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,300,0.8,0.0,0.34765625,0.34765625,0.01550642602448049,0.013668762417033766,0.017482161122161353,-0.01550642602448049,-0.01747554819443656,-0.013468120209058286,0.6931724510395725,0.6892463823263706,0.695267683924513,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,60,0.9,0.02083587646484375,0.306640625,0.28580474853515625,0.009668392188317942,0.008250370023051592,0.011230064141681009,-0.009668392188317942,-0.011126456914617344,0.002736044393762344,0.5694598168478784,0.5657810958046732,0.5714994783313891,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,180,0.9,0.0625,0.625,0.5625,0.012299413353572652,0.010940353941137973,0.013663314456078443,-0.008666051790472307,-0.013302559349175343,0.004295537172989893,1.1201731691893784,1.1116834028884748,1.124817145347126,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,history_informed,300,0.9,0.140625,0.7734375,0.6328125,0.012235301464360249,0.010741207408227354,0.013842791577220348,-0.012235301464360249,-0.013777895094298633,-0.0020499187833027447,1.2599984928193813,1.2500793344040682,1.2654250766946067,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,zero_history,60,0.5,0.0205078125,0.1064453125,0.0859375,0.013640160693154213,0.011790731301639965,0.015540756118903858,-0.013640160693154213,-0.015237576158778894,0.0032337134397353224,0.17177430965351093,0.17159683679214943,0.1718734014601928,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,goldencheetah_frozen_external,zero_history,60,0.5,0.0205078125,0.1064453125,0.0859375,0.00848373784583778,0.007654080689785628,0.009460492010062266,-0.00848373784583778,-0.00931679158535095,0.0035773933211231427,0.17187203880761892,0.17186873838651667,0.1718743557352366,144,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,zero_history,180,0.5,0.0240936279296875,0.28466796875,0.2605743408203125,0.028852308546614136,0.02539998778750091,0.03241057009383461,-0.024956173618723376,-0.030483834216226732,0.003514821215578413,0.5208674824402948,0.52037575781298,0.5211438346476811,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,goldencheetah_frozen_external,zero_history,180,0.5,0.0240936279296875,0.28466796875,0.2605743408203125,0.0173489640856897,0.016338310325739052,0.018325141809578074,-0.0173489640856897,-0.018325141809578074,-0.016338310325739052,0.5211323639419412,0.521113868007285,0.5211456090074257,144,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,unseen_user_test,zero_history,300,0.5,0.0,0.1337890625,0.1337890625,0.011896598719724982,0.0104235399841327,0.013438934000954209,-0.011896598719724982,-0.013362803068402686,-0.007834465339274494,0.26744468932822585,0.26721177099943816,0.2675756363641657,105,10000,evaluation user,True,False
0.24.0,conditional_on_seed,20260723,goldencheetah_frozen_external,zero_history,300,0.5,0.0,0.1337890625,0.1337890625,0.007981409464066502,0.007411365577551288,0.008555514017841026,-0.007981409464066502,-0.008555514017841026,-0.007411365577551288,0.2675707005079513,0.26756128104003346,0.2675765057012973,144,10000,evaluation user,True,False
