model_version,regime,mode,horizon_seconds,nominal_coverage,calibrated,picp,absolute_coverage_error,mean_interval_width_bpm,conformal_adjustment_bpm,users,sessions,origins
0.11.0,goldencheetah_external__running,zero_history,60,0.8,False,0.7583372592926025,0.041662740707397505,15.635224342346191,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,180,0.8,False,0.7580879330635071,0.041912066936492964,20.34992218017578,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,300,0.8,False,0.7409921288490295,0.0590078711509705,22.405065536499023,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,60,0.8,True,0.7583372592926025,0.041662740707397505,15.635224342346191,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,180,0.8,True,0.7580879330635071,0.041912066936492964,20.34992218017578,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,300,0.8,True,0.7409921288490295,0.0590078711509705,22.405065536499023,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,60,0.9,False,0.8545727729797363,0.045427227020263694,21.038867950439453,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,180,0.9,False,0.8597251772880554,0.0402748227119446,27.750001907348633,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,300,0.9,False,0.8537138104438782,0.04628618955612185,30.516435623168945,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,60,0.9,True,0.8563799858093262,0.04362001419067385,21.099590301513672,0.0303802490234375,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,180,0.9,True,0.8597251772880554,0.0402748227119446,27.750001907348633,0.0,50,3819,34670
0.11.0,goldencheetah_external__running,zero_history,300,0.9,True,0.8537138104438782,0.04628618955612185,30.516435623168945,0.0,50,3819,34670
