regime,mode,horizon_seconds,nominal_coverage,calibration_method,seed_count,conformal_adjustment_bpm_median,conformal_adjustment_bpm_min,conformal_adjustment_bpm_max,picp_median,picp_min,picp_max,absolute_coverage_error_median,absolute_coverage_error_min,absolute_coverage_error_max,mean_interval_width_bpm_median,mean_interval_width_bpm_min,mean_interval_width_bpm_max
unseen_user_test,history_informed,60,0.9,origin_pooled_finite_sample_cqr,5,0.02083587646484375,0.0,0.1276092529296875,0.8950084729983462,0.8898726842619826,0.9022942015281704,0.004991527001653839,0.002294201528170392,0.010127315738017395,23.828300599886663,23.6665228457083,24.356844050947927
unseen_user_test,zero_history,180,0.5,equal_user_equal_session_empirical,5,0.20654296875,0.0338592529296875,0.28466796875,0.49897818419014073,0.49290858576654983,0.5019480674639454,0.0019480674639453799,0.0010218158098592722,0.007091414233450166,11.488674097997574,11.44802726228097,11.571048979261526
unseen_user_test,zero_history,180,0.5,origin_pooled_finite_sample_cqr,5,0.0,0.0,0.0240936279296875,0.47559271388044955,0.47118304589798377,0.4985617654350695,0.024407286119550453,0.001438234564930474,0.028816954102016235,11.035189116319211,10.996147371147474,11.503363696169682
unseen_user_test,zero_history,180,0.8,equal_user_equal_session_empirical,5,0.5234375,0.10713958740234375,0.6417388916015625,0.8060307713193441,0.8006074282985509,0.808992181882114,0.0060307713193440415,0.0006074282985508717,0.008992181882113925,22.903267835096838,22.690775144239087,23.308326857853498
unseen_user_test,zero_history,180,0.8,origin_pooled_finite_sample_cqr,5,0.0,0.0,0.049713134765625,0.7839659714415111,0.7800706692845232,0.7967067509948305,0.0160340285584889,0.003293249005169585,0.019929330715476867,21.857715675554694,21.719972054700552,22.63160950219578
unseen_user_test,zero_history,180,0.9,equal_user_equal_session_empirical,5,0.6328125,0.36978912353515625,0.8125,0.9000601229758834,0.897415822359456,0.9024524473893015,0.0008194608243841106,6.012297588342541e-05,0.002584177640543972,30.75438473986528,30.48714734763318,31.229269459051125
unseen_user_test,zero_history,180,0.9,origin_pooled_finite_sample_cqr,5,0.0625,0.0,0.134613037109375,0.8871962249477472,0.8842788353645678,0.8933376530688183,0.01280377505225283,0.0066623469311817285,0.015721164635432272,29.522641439413764,29.349103569116625,30.306231852061106
unseen_user_test,zero_history,300,0.5,equal_user_equal_session_empirical,5,0.10333251953125,0.0,0.216796875,0.486308568723684,0.4802670002226866,0.49385550565225106,0.013691431276316002,0.006144494347748941,0.01973299977731341,12.261534528985214,12.132187136990147,12.376449079061587
unseen_user_test,zero_history,300,0.5,origin_pooled_finite_sample_cqr,5,0.0,0.0,0.0,0.47785959914712495,0.47195562245501016,0.49385550565225106,0.022140400852875053,0.006144494347748941,0.02804437754498984,11.994089839656988,11.873232181847849,12.376449079061587
unseen_user_test,zero_history,300,0.8,equal_user_equal_session_empirical,5,0.362396240234375,0.0,0.435546875,0.7903994561422214,0.7819526544851035,0.7948676254511804,0.009600543857778643,0.0051323745488196515,0.018047345514896507,24.54781972221441,24.195672504497843,24.884640451881655
unseen_user_test,zero_history,300,0.8,origin_pooled_finite_sample_cqr,5,0.0,0.0,0.0,0.7765619795085243,0.7700209318915325,0.7873825180334026,0.023438020491475697,0.0126174819665974,0.02997906810846751,23.929530899264133,23.58737981046007,24.376247689424122
