analysis_version,source_model_version,regime,mode,horizon_seconds,nominal_coverage,calibrated,picp,picp_ci_low,picp_ci_high,absolute_coverage_error,absolute_coverage_error_ci_low,absolute_coverage_error_ci_high,mean_90_interval_width_bpm,mean_90_interval_width_ci_low,mean_90_interval_width_ci_high,weighted_interval_score,weighted_interval_score_ci_low,weighted_interval_score_ci_high,mean_user_spearman_width_absolute_error,mean_user_spearman_ci_low,mean_user_spearman_ci_high,users_with_defined_spearman,users,sessions,origins,bootstrap_replicates,bootstrap_unit,aggregation
0.18.0,0.13.0,within_user_temporal_test,history_informed,60,0.9,True,0.8972273468971252,0.892275055889276,0.902052226053543,0.002772653102874778,0.00014799331625298953,0.007724944110724013,24.878643035888672,24.248452596485865,25.508743537868124,3.568715810775757,3.4597482205034558,3.6760762045246387,0.32725797263006134,0.3137811859222891,0.34032093437391325,938,948,16012,104144,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
0.18.0,0.13.0,within_user_temporal_test,history_informed,180,0.9,True,0.8962785005569458,0.891285838270049,0.9009939579253835,0.0037214994430542214,0.00020977346234439257,0.00871416172995098,30.998271942138672,30.270007391569486,31.721813417813948,4.498480796813965,4.362965494328285,4.6318751548051456,0.2849536399127118,0.27040408706814695,0.299019383679875,938,948,16012,104144,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
0.18.0,0.13.0,within_user_temporal_test,history_informed,300,0.9,True,0.8915027379989624,0.8852329179668162,0.8974787970792644,0.00849726200103762,0.0025265384033196837,0.01476708203318378,33.55647277832031,32.81389526971282,34.33815828508968,4.912261962890625,4.769338340950414,5.063602312324168,0.26330513665271615,0.24840026120024808,0.2779691668873092,938,948,16012,104144,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
0.18.0,0.11.0,unseen_user_test,history_informed,60,0.9,True,0.8969206809997559,0.890391198794047,0.9033284326678231,0.003079319000244163,0.0001557975297882236,0.009611084290913157,23.828298568725586,22.173426182837712,25.562423763502213,3.4439175128936768,3.1956965251763663,3.701682606992267,0.35924793152361156,0.3348445380392178,0.38177119344862775,104,105,15026,101184,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
0.18.0,0.11.0,unseen_user_test,history_informed,180,0.9,True,0.8905643820762634,0.8824679152596565,0.8979036067071415,0.009435617923736594,0.002139517366886162,0.01753208474034355,29.746551513671875,27.82355204536801,31.725622216633386,4.392153263092041,4.097042817217963,4.694399901145981,0.3271131193494099,0.3018215461150347,0.35155647296136155,104,105,15026,101184,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
0.18.0,0.11.0,unseen_user_test,history_informed,300,0.9,True,0.8829283714294434,0.8624447971440496,0.8961197491061119,0.017071628570556663,0.003880250893888068,0.037555202855950306,32.238609313964844,30.268885893594653,34.363888819785345,4.888111591339111,4.5109922026736395,5.3565125439564385,0.2892703903872033,0.26666386345599186,0.31147646146863067,104,105,15026,101184,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
0.18.0,0.11.0,goldencheetah_frozen_external,zero_history,60,0.9,True,0.8774687647819519,0.8714571479087074,0.8833308239674403,0.022531235218048118,0.016669176032559737,0.02854285209129255,29.49088478088379,28.60694484313329,30.374747326307826,4.479460716247559,4.301869990800818,4.656566101022893,0.36125484752242365,0.34859720805055766,0.3738042830654561,144,144,31851,531725,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
0.18.0,0.11.0,goldencheetah_frozen_external,zero_history,180,0.9,True,0.858568012714386,0.8508278651887344,0.8662690665986803,0.041431987285614036,0.03373093340131974,0.049172134811265575,37.49761962890625,36.58953118589189,38.40850254032347,6.0970330238342285,5.8628804115785496,6.330734182852837,0.3145264999316218,0.3008930810366573,0.3285043402787795,144,144,31851,531725,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
0.18.0,0.11.0,goldencheetah_frozen_external,zero_history,300,0.9,True,0.8502699732780457,0.8415417756264408,0.8590005606619848,0.04973002672195437,0.040999439338015184,0.058458224373559166,40.560333251953125,39.6076488799519,41.454372430841126,6.722806453704834,6.452167755986253,6.987522987855805,0.2719169429330461,0.2584999571416244,0.2857306109390052,144,144,31851,531725,10000,user,"origin-within-session, session-within-user, equal-user mean; Spearman computed within user"
