analysis_version,source_experiment_version,seed,regime,mode,horizon_seconds,nominal_coverage,calibration_method,conformal_adjustment_bpm,picp,absolute_coverage_error,mean_interval_width_bpm,calibration_users,calibration_sessions,calibration_origins,evaluation_users,evaluation_sessions,evaluation_origins,evaluation_aggregation,formal_equal_user_coverage_guarantee_claimed,external_target_data_used_for_calibration
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,60,0.5,equal_user_equal_session_empirical,0.1958770751953125,0.5025880148149967,0.0025880148149967086,9.105596886243996,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,60,0.5,origin_pooled_finite_sample_cqr,0.056915283203125,0.4827650075289937,0.017234992471006294,11.053605758590802,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,60,0.5,equal_user_equal_session_empirical,0.1958770751953125,0.49587856169982203,0.004121438300177971,11.331526923294215,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,180,0.5,origin_pooled_finite_sample_cqr,0.0,0.47118304589798377,0.028816954102016235,11.035189116319211,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,180,0.5,equal_user_equal_session_empirical,0.20654296875,0.49290858576654983,0.007091414233450166,11.44802726228097,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,180,0.5,origin_pooled_finite_sample_cqr,0.0,0.4554788018750182,0.04452119812498179,14.149925064716655,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,180,0.5,equal_user_equal_session_empirical,0.20654296875,0.46947949878933454,0.030520501210665463,14.563005839335226,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,300,0.5,origin_pooled_finite_sample_cqr,0.0,0.47195562245501016,0.02804437754498984,11.873232181847849,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,300,0.5,equal_user_equal_session_empirical,0.216796875,0.49210118967981725,0.007898810320182748,12.306593740387747,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,300,0.5,origin_pooled_finite_sample_cqr,0.0,0.4501385866142156,0.049861413385784426,15.252367680183896,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,300,0.5,equal_user_equal_session_empirical,0.216796875,0.46265981543250145,0.03734018456749855,15.685955448584982,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,60,0.8,origin_pooled_finite_sample_cqr,0.0709686279296875,0.7809608286119272,0.019039171388072873,17.359495889867134,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,60,0.8,equal_user_equal_session_empirical,0.38818359375,0.7995790337007898,0.0004209662992102903,17.992574223121213,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,60,0.8,origin_pooled_finite_sample_cqr,0.0709686279296875,0.7729597575404331,0.027040242459566932,21.82609839312306,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,60,0.8,equal_user_equal_session_empirical,0.38818359375,0.7871077397403864,0.012892260259613653,22.46049497431396,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,180,0.8,origin_pooled_finite_sample_cqr,0.033203125,0.7800706692845232,0.019929330715476867,21.719972054700552,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,180,0.8,equal_user_equal_session_empirical,0.51953125,0.8006074282985509,0.0006074282985508717,22.690775144239087,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,180,0.8,origin_pooled_finite_sample_cqr,0.033203125,0.743990137094686,0.05600986290531407,27.6413777173645,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,180,0.8,equal_user_equal_session_empirical,0.51953125,0.7606886806362261,0.03931131936377397,28.61399736558566,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,300,0.8,origin_pooled_finite_sample_cqr,0.0,0.7700209318915325,0.02997906810846751,23.58737981046007,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,300,0.8,equal_user_equal_session_empirical,0.3046875,0.7819526544851035,0.018047345514896507,24.195672504497843,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,300,0.8,origin_pooled_finite_sample_cqr,0.0,0.7362278439665675,0.06377215603343256,29.911197870442784,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,300,0.8,equal_user_equal_session_empirical,0.3046875,0.745730922698285,0.05426907730171504,30.520548459406047,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,60,0.9,origin_pooled_finite_sample_cqr,0.2398834228515625,0.8931818878552431,0.006818112144756916,23.41666679153853,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,60,0.9,equal_user_equal_session_empirical,0.546875,0.9016416781713684,0.0016416781713683992,24.028868689087926,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,60,0.9,origin_pooled_finite_sample_cqr,0.2398834228515625,0.8785589828862091,0.021441017113790872,29.273910658355177,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,60,0.9,equal_user_equal_session_empirical,0.546875,0.8860059622683562,0.013994037731643871,29.88784609753125,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,180,0.9,origin_pooled_finite_sample_cqr,0.078125,0.8842788353645678,0.015721164635432272,29.381208322612917,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,180,0.9,equal_user_equal_session_empirical,0.6328125,0.897415822359456,0.002584177640543972,30.48714734763318,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,180,0.9,origin_pooled_finite_sample_cqr,0.078125,0.8533203699393083,0.04667963006069176,36.75728407705474,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,180,0.9,equal_user_equal_session_empirical,0.6328125,0.865066072053933,0.03493392794606698,37.86659209648464,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,300,0.9,origin_pooled_finite_sample_cqr,0.0,0.8729032770216287,0.02709672297837129,31.9882198253701,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,300,0.9,equal_user_equal_session_empirical,1.0677032470703125,0.892988744834636,0.00701125516536405,34.11693821355747,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,300,0.9,origin_pooled_finite_sample_cqr,0.0,0.8462903412436696,0.05370965875633038,39.8084092702753,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,goldencheetah_frozen_external,zero_history,300,0.9,equal_user_equal_session_empirical,1.0677032470703125,0.8645252979210644,0.03547470207893566,41.94367975941046,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
