analysis_version,source_experiment_version,seed,regime,mode,horizon_seconds,nominal_coverage,calibration_method,conformal_adjustment_bpm,picp,absolute_coverage_error,mean_interval_width_bpm,calibration_users,calibration_sessions,calibration_origins,evaluation_users,evaluation_sessions,evaluation_origins,evaluation_aggregation,formal_equal_user_coverage_guarantee_claimed,external_target_data_used_for_calibration
0.24.0,0.22.0,20260724,unseen_user_test,history_informed,300,0.9,equal_user_equal_session_empirical,0.5546875,0.8945387771923946,0.005461222807605415,33.750515140072494,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,60,0.5,origin_pooled_finite_sample_cqr,0.068359375,0.4843597371838791,0.01564026281612091,8.994287515500895,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,60,0.5,equal_user_equal_session_empirical,0.185546875,0.4995941047588986,0.00040589524110140607,9.228499438800212,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,60,0.5,origin_pooled_finite_sample_cqr,0.068359375,0.4964560342904723,0.0035439657095276966,11.261477700549145,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,60,0.5,equal_user_equal_session_empirical,0.185546875,0.5076173052601133,0.007617305260113283,11.495847395237309,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,180,0.5,origin_pooled_finite_sample_cqr,0.0,0.4779865988412005,0.022013401158799517,11.144239947185735,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,180,0.5,equal_user_equal_session_empirical,0.1723175048828125,0.4965327915807178,0.0034672084192822195,11.488674097997574,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,180,0.5,origin_pooled_finite_sample_cqr,0.0,0.46491972747542804,0.035080272524571965,14.414550622733977,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,180,0.5,equal_user_equal_session_empirical,0.1723175048828125,0.47619033485858253,0.02380966514141747,14.759182368999133,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,300,0.5,origin_pooled_finite_sample_cqr,0.0,0.4792896527917681,0.020710347208231894,12.107205168324931,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,300,0.5,equal_user_equal_session_empirical,0.0124969482421875,0.4802670002226866,0.01973299977731341,12.132187136990147,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,300,0.5,origin_pooled_finite_sample_cqr,0.0,0.4619076555355312,0.0380923444644688,15.714068061943188,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,300,0.5,equal_user_equal_session_empirical,0.0124969482421875,0.46253567140832696,0.037464328591673035,15.739061701333672,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,60,0.8,origin_pooled_finite_sample_cqr,0.078125,0.7873356313321483,0.0126643686678517,17.638846075203308,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,60,0.8,equal_user_equal_session_empirical,0.38262939453125,0.8048362252767899,0.004836225276789841,18.24634009684365,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,60,0.8,origin_pooled_finite_sample_cqr,0.078125,0.7816999641052279,0.018300035894772138,22.134251478372757,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,60,0.8,equal_user_equal_session_empirical,0.38262939453125,0.7948094881187289,0.005190511881271176,22.743230283105568,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,180,0.8,origin_pooled_finite_sample_cqr,0.0,0.7833676870712103,0.01663231292878975,22.100506263884174,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,180,0.8,equal_user_equal_session_empirical,0.60546875,0.8086342099916746,0.008634209991674524,23.308326857853498,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,180,0.8,origin_pooled_finite_sample_cqr,0.0,0.7522178027900686,0.04778219720993149,28.484069187754283,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,180,0.8,equal_user_equal_session_empirical,0.60546875,0.7732123651009298,0.026787634899070212,29.6949569385539,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,300,0.8,origin_pooled_finite_sample_cqr,0.0,0.7765619795085243,0.023438020491475697,24.16143675237106,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,300,0.8,equal_user_equal_session_empirical,0.362396240234375,0.7903994561422214,0.009600543857778643,24.884640451881655,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,300,0.8,origin_pooled_finite_sample_cqr,0.0,0.7463796273909156,0.05362037260908448,31.01689984372576,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,300,0.8,equal_user_equal_session_empirical,0.362396240234375,0.7575006205886043,0.0424993794113957,31.741662389646347,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,60,0.9,origin_pooled_finite_sample_cqr,0.15972137451171875,0.8918876567063414,0.00811234329365862,23.71593233024277,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,60,0.9,equal_user_equal_session_empirical,0.6328125,0.9052143043093784,0.005214304309378415,24.65843253591828,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,60,0.9,origin_pooled_finite_sample_cqr,0.15972137451171875,0.8813420686981224,0.01865793130187765,29.769610352138265,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,60,0.9,equal_user_equal_session_empirical,0.6328125,0.8916281612280663,0.008371838771933704,30.71569657768852,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,180,0.9,origin_pooled_finite_sample_cqr,0.134613037109375,0.8879459387094771,0.012054061290522888,29.879252519544256,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,180,0.9,equal_user_equal_session_empirical,0.8125,0.9024524473893015,0.002452447389301504,31.229269459051125,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,180,0.9,origin_pooled_finite_sample_cqr,0.134613037109375,0.8618038397916609,0.03819616020833916,37.86622261832751,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,180,0.9,equal_user_equal_session_empirical,0.8125,0.8747612976197198,0.025238702380280253,39.22189308417582,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,300,0.9,origin_pooled_finite_sample_cqr,0.0,0.8771144577329627,0.022885542267037318,32.33047555818749,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,unseen_user_test,zero_history,300,0.9,equal_user_equal_session_empirical,0.9921875,0.8944655672255429,0.005534432774457088,34.306592642470484,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,300,0.9,origin_pooled_finite_sample_cqr,0.0,0.8513920865735991,0.04860791342640092,40.727267737939215,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260724,goldencheetah_frozen_external,zero_history,300,0.9,equal_user_equal_session_empirical,0.9921875,0.8687877215575778,0.031212278442422248,42.71145281118883,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,60,0.5,origin_pooled_finite_sample_cqr,0.0,0.4981215853147573,0.0018784146852426908,9.071362416651732,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,60,0.5,equal_user_equal_session_empirical,0.02703857421875,0.5013733836088639,0.001373383608863854,9.125365133837205,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,180,0.5,origin_pooled_finite_sample_cqr,0.0,0.4951917124323422,0.004808287567657776,11.464309670469168,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,180,0.5,equal_user_equal_session_empirical,0.0,0.4951917124323422,0.004808287567657776,11.464309670469168,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,300,0.5,origin_pooled_finite_sample_cqr,0.0,0.4913339529488474,0.008666047051152592,12.375433508926298,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,300,0.5,equal_user_equal_session_empirical,0.0,0.4913339529488474,0.008666047051152592,12.375433508926298,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,60,0.8,origin_pooled_finite_sample_cqr,0.0,0.806279796193994,0.006279796193993992,18.26948417499328,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,60,0.8,equal_user_equal_session_empirical,0.0,0.806279796193994,0.006279796193993992,18.26948417499328,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,180,0.8,origin_pooled_finite_sample_cqr,0.0,0.7995765234029204,0.0004234765970796417,22.70964859833625,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,180,0.8,equal_user_equal_session_empirical,0.046875,0.8014833317101829,0.0014833317101828891,22.803156663425504,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,300,0.8,origin_pooled_finite_sample_cqr,0.0,0.7856523940256633,0.014347605974336708,24.342110042018213,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,300,0.8,equal_user_equal_session_empirical,0.0305633544921875,0.7866673759670147,0.013332624032985296,24.40306586658521,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,60,0.9,origin_pooled_finite_sample_cqr,0.0,0.9022942015281704,0.002294201528170392,24.356844050947927,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,60,0.9,equal_user_equal_session_empirical,0.1458282470703125,0.9063242407286952,0.006324240728695196,24.64749362406359,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,180,0.9,origin_pooled_finite_sample_cqr,0.0,0.8973966971374501,0.00260330286254995,30.42510099194825,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,180,0.9,equal_user_equal_session_empirical,0.205352783203125,0.9021899794520807,0.0021899794520806593,30.834216128651374,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,300,0.9,origin_pooled_finite_sample_cqr,0.0,0.884979326223347,0.01502067377665306,32.81220259811752,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,history_informed,300,0.9,equal_user_equal_session_empirical,0.4343719482421875,0.8927899280804831,0.007210071919516947,33.677367029645644,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,60,0.5,origin_pooled_finite_sample_cqr,0.0,0.49509348176248585,0.004906518237514146,9.050260130799828,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,60,0.5,equal_user_equal_session_empirical,0.0908203125,0.5063013451768835,0.006301345176883522,9.231782341746339,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,60,0.5,origin_pooled_finite_sample_cqr,0.0,0.4996820878094519,0.0003179121905481086,11.39881943366398,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,60,0.5,equal_user_equal_session_empirical,0.0908203125,0.5077932067008116,0.007793206700811628,11.580457429623614,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,180,0.5,origin_pooled_finite_sample_cqr,0.0,0.4985617654350695,0.001438234564930474,11.503363696169682,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,180,0.5,equal_user_equal_session_empirical,0.0338592529296875,0.5019226059763752,0.001922605976375169,11.571048979261526,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,180,0.5,origin_pooled_finite_sample_cqr,0.0,0.4750684713348916,0.024931528665108393,14.696770232330683,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,180,0.5,equal_user_equal_session_empirical,0.0338592529296875,0.47681984660498056,0.023180153395019443,14.76448756653817,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,300,0.5,origin_pooled_finite_sample_cqr,0.0,0.49385550565225106,0.006144494347748941,12.376449079061587,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,300,0.5,equal_user_equal_session_empirical,0.0,0.49385550565225106,0.006144494347748941,12.376449079061587,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,300,0.5,origin_pooled_finite_sample_cqr,0.0,0.46494597135406973,0.03505402864593027,15.681686125796457,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,300,0.5,equal_user_equal_session_empirical,0.0,0.46494597135406973,0.03505402864593027,15.681686125796457,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,60,0.8,origin_pooled_finite_sample_cqr,0.0,0.8047459158247404,0.0047459158247403765,18.16037995856932,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,60,0.8,equal_user_equal_session_empirical,0.0,0.8047459158247404,0.0047459158247403765,18.16037995856932,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,60,0.8,origin_pooled_finite_sample_cqr,0.0,0.7947303676664087,0.005269632333591345,22.875979336815305,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,60,0.8,equal_user_equal_session_empirical,0.0,0.7947303676664087,0.005269632333591345,22.875979336815305,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,180,0.8,origin_pooled_finite_sample_cqr,0.0,0.7967067509948305,0.003293249005169585,22.63160950219578,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,180,0.8,equal_user_equal_session_empirical,0.10713958740234375,0.800922076043213,0.0009220760432129271,22.84563494881291,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,180,0.8,origin_pooled_finite_sample_cqr,0.0,0.7620536039540333,0.037946396045966724,28.696237132451795,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,180,0.8,equal_user_equal_session_empirical,0.10713958740234375,0.7655451728641735,0.03445482713582659,28.910518651816442,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,300,0.8,origin_pooled_finite_sample_cqr,0.0,0.7873825180334026,0.0126174819665974,24.376247689424122,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,300,0.8,equal_user_equal_session_empirical,0.0,0.7873825180334026,0.0126174819665974,24.376247689424122,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,300,0.8,origin_pooled_finite_sample_cqr,0.0,0.7487018695444996,0.05129813045550047,30.698720294971565,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,300,0.8,equal_user_equal_session_empirical,0.0,0.7487018695444996,0.05129813045550047,30.698720294971565,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,60,0.9,origin_pooled_finite_sample_cqr,0.0,0.9006332026221446,0.000633202622144613,24.139947299279026,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,60,0.9,equal_user_equal_session_empirical,0.21484375,0.9059397396277526,0.005939739627752627,24.568707203221393,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,60,0.9,origin_pooled_finite_sample_cqr,0.0,0.8882561823723161,0.01174381762768395,30.29715405443424,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,60,0.9,equal_user_equal_session_empirical,0.21484375,0.8927855815042823,0.007214418495717689,30.72680601244443,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,180,0.9,origin_pooled_finite_sample_cqr,0.0,0.8933376530688183,0.0066623469311817285,30.306231852061106,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,180,0.9,equal_user_equal_session_empirical,0.36978912353515625,0.8996238286181818,0.0003761713818182244,31.04450205628683,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,180,0.9,origin_pooled_finite_sample_cqr,0.0,0.86343384003031,0.03656615996969004,37.87653536453316,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,180,0.9,equal_user_equal_session_empirical,0.36978912353515625,0.8703534818679748,0.029646518132025235,38.6160323787757,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,300,0.9,origin_pooled_finite_sample_cqr,0.0,0.8817211115282502,0.018278888471749855,32.80539679901614,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,unseen_user_test,zero_history,300,0.9,equal_user_equal_session_empirical,0.5645904541015625,0.8928884018959897,0.007111598104010297,33.93266380889085,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,300,0.9,origin_pooled_finite_sample_cqr,0.0,0.8535285777422003,0.046471422257799766,40.7160859126993,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260725,goldencheetah_frozen_external,zero_history,300,0.9,equal_user_equal_session_empirical,0.5645904541015625,0.8635062391709544,0.03649376082904565,41.84512808899275,97,12835,85247,144,31851,531725,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,60,0.5,origin_pooled_finite_sample_cqr,0.021484375,0.4876102124049478,0.012389787595052215,8.856156523742452,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,60,0.5,equal_user_equal_session_empirical,0.1275177001953125,0.5017606760258787,0.0017606760258787046,9.067963343755691,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,180,0.5,origin_pooled_finite_sample_cqr,0.0,0.4735487174641824,0.026451282535817577,11.07197941555567,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,180,0.5,equal_user_equal_session_empirical,0.10807037353515625,0.48426930784182204,0.01573069215817796,11.287778412213177,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,300,0.5,origin_pooled_finite_sample_cqr,0.0,0.4760728831345465,0.023927116865453513,11.93331903821181,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,300,0.5,equal_user_equal_session_empirical,0.1811065673828125,0.4920691647573941,0.007930835242605905,12.295008472573357,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,60,0.8,origin_pooled_finite_sample_cqr,0.01953125,0.7869513064430906,0.013048693556909408,17.546106276894548,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,60,0.8,equal_user_equal_session_empirical,0.2356719970703125,0.7988412471237537,0.0011587528762463384,17.97728229874884,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,180,0.8,origin_pooled_finite_sample_cqr,0.029296875,0.7824223940954345,0.017577605904565585,21.950468251297163,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,180,0.8,equal_user_equal_session_empirical,0.49609375,0.8055640120027316,0.0055640120027316,22.880842727639617,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,300,0.8,origin_pooled_finite_sample_cqr,0.0,0.7743924637361655,0.025607536263834496,23.728849857571774,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,300,0.8,equal_user_equal_session_empirical,0.1940155029296875,0.782589904553631,0.017410095446369067,24.115486314060277,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,60,0.9,origin_pooled_finite_sample_cqr,0.1276092529296875,0.8950084729983462,0.004991527001653839,23.694641195835192,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,60,0.9,equal_user_equal_session_empirical,0.3203125,0.9009219795599546,0.0009219795599545444,24.07853052942087,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,180,0.9,origin_pooled_finite_sample_cqr,0.046875,0.8878541354651678,0.01214586453483224,29.570621930315923,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,180,0.9,equal_user_equal_session_empirical,0.4915924072265625,0.898647230418773,0.0013527695812269869,30.456000372180686,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,300,0.9,origin_pooled_finite_sample_cqr,0.0,0.8762408231382789,0.023759176861721132,31.98872099838669,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,history_informed,300,0.9,equal_user_equal_session_empirical,0.84375,0.893723136538188,0.006276863461811999,33.668123191095546,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
0.24.0,0.22.0,20260726,unseen_user_test,zero_history,60,0.5,origin_pooled_finite_sample_cqr,0.056915283203125,0.48505039062303235,0.014949609376967654,8.827881541050179,97,12835,85247,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",False,False
