analysis_version,source_model_version,reference_seed,comparison_scope,sport_family,horizon_seconds,metric,unit,internal_source,internal_mode,internal_estimate,internal_ci_low,internal_ci_high,external_source,external_mode,external_estimate,external_ci_low,external_ci_high,external_minus_internal,difference_ci_low,difference_ci_high,internal_users,external_users,internal_sessions,external_sessions,internal_origins,external_origins,bootstrap_replicates,bootstrap_unit,aggregation,post_cqr,causal_source_or_device_effect_claimed,user_level_conformal_guarantee_claimed
0.24.0,0.11.0,20260722,endomondo_session_mix_standardized,three_families_weighted_to_endomondo_sessions,180,picp_90,proportion,Endomondo,unseen_user_zero_history,0.8936843771554929,0.884866255423343,0.9022834039055053,GoldenCheetah,forced_zero_history,0.8597314060406435,0.8402796781330177,0.8759700633223951,-0.033952971114849406,-0.055017511258496805,-0.015146355867191777,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,endomondo_session_mix_standardized,three_families_weighted_to_endomondo_sessions,180,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,30.463157291536554,29.36015023342039,31.615962079043115,GoldenCheetah,forced_zero_history,32.44769975241712,31.337979978966573,33.70952893265941,1.9845424608805686,0.3894226333423672,3.654503398796119,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,endomondo_session_mix_standardized,three_families_weighted_to_endomondo_sessions,180,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,4.477402380879992,4.228339011948492,4.739405777544802,GoldenCheetah,forced_zero_history,5.466382402804179,5.077382566307283,5.912422582962248,0.9889800219241867,0.5186774891662462,1.4947878932736165,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,goldencheetah_session_mix_standardized,three_families_weighted_to_goldencheetah_sessions,180,picp_90,proportion,Endomondo,unseen_user_zero_history,0.8959331262293448,0.881909439775759,0.9093630518386288,GoldenCheetah,forced_zero_history,0.8571741270104766,0.8485061085666195,0.865503433655513,-0.03875899921886827,-0.0547598751412124,-0.022471040091980976,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,goldencheetah_session_mix_standardized,three_families_weighted_to_goldencheetah_sessions,180,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,36.90136485787684,35.6570045564397,38.16873228364952,GoldenCheetah,forced_zero_history,36.981848612413515,36.24293406093096,37.71745501615826,0.08048375453667234,-1.3828624284718083,1.5055017356445008,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,goldencheetah_session_mix_standardized,three_families_weighted_to_goldencheetah_sessions,180,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,5.277065410622326,4.93218726700219,5.654812068540983,GoldenCheetah,forced_zero_history,6.086678056984684,5.8518538115757615,6.329605886377381,0.8096126463623579,0.37692782411745096,1.2267782578552697,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,shared_family_natural_mix,all_three_supported_families,300,picp_90,proportion,Endomondo,unseen_user_zero_history,0.8793886651684437,0.8582193139757848,0.8947141954232363,GoldenCheetah,forced_zero_history,0.850269991530559,0.8414576428238553,0.8591537992600354,-0.029118673637884673,-0.047114679326689037,-0.00595546495244735,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,shared_family_natural_mix,all_three_supported_families,300,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,32.175599368861896,30.49444349827916,33.92689073998992,GoldenCheetah,forced_zero_history,40.56033417552665,39.63563899883761,41.45074437658186,8.384734806664753,6.456410267627518,10.263850608654945,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,shared_family_natural_mix,all_three_supported_families,300,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,4.952133774409725,4.56057451955769,5.411433462160158,GoldenCheetah,forced_zero_history,6.7228060632690525,6.457311202663446,6.99617010202982,1.7706722888593278,1.2457457595575294,2.250721769748251,104,144,14762,31851,99921,531725,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,sport_matched,outdoor_cycling,300,picp_90,proportion,Endomondo,unseen_user_zero_history,0.884126855674216,0.8538786420476895,0.9064967241801486,GoldenCheetah,forced_zero_history,0.8523710456275423,0.8432950451824098,0.8614381375045088,-0.031755810046673716,-0.056033107601158254,-0.000591091440083169,77,143,6097,25757,37856,470820,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,sport_matched,outdoor_cycling,300,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,42.169650818711524,40.83556169701006,43.53739197554831,GoldenCheetah,forced_zero_history,42.220119371409304,41.46031860732451,42.970814183975314,0.0504685526977795,-1.509727299217216,1.574104955362644,77,143,6097,25757,37856,470820,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,sport_matched,outdoor_cycling,300,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,6.199771649187877,5.732591544093882,6.751743181582368,GoldenCheetah,forced_zero_history,6.9088983545524885,6.649935906405347,7.171586954912991,0.7091267053646115,0.10204533923871513,1.2414076833375673,77,143,6097,25757,37856,470820,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,sport_matched,indoor_virtual_cycling,300,picp_90,proportion,Endomondo,unseen_user_zero_history,0.7824773125678407,0.6462862003529424,0.8881201964813691,GoldenCheetah,forced_zero_history,0.7664270816817271,0.7111714758168041,0.8103713094613438,-0.01605023088611357,-0.13511320837485735,0.12840772384808058,18,41,234,2275,1523,26235,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,sport_matched,indoor_virtual_cycling,300,mean_90_interval_width_bpm,bpm,Endomondo,unseen_user_zero_history,35.970290973018024,31.20326452527114,41.24823871165716,GoldenCheetah,forced_zero_history,32.003857689569664,30.882756384735014,33.156511878395534,-3.96643328344836,-9.4046138693811,0.9379348418775976,18,41,234,2275,1523,26235,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
0.24.0,0.11.0,20260722,sport_matched,indoor_virtual_cycling,300,weighted_interval_score,bpm,Endomondo,unseen_user_zero_history,6.872039658997016,5.037253870360956,9.267388710206642,GoldenCheetah,forced_zero_history,7.38604190981105,6.259308555828043,8.738861013923641,0.5140022508140341,-2.1244641057408895,2.797129543808313,18,41,234,2275,1523,26235,10000,user independently within each source,"origin-within-session, session-within-user, equal-user family mean, then stated family weighting",True,False,False
