seed,protocol,evaluation,horizon_seconds,contrast,definition,mixed_history_mae_bpm,mixed_zero_mae_bpm,independent_zero_mae_bpm,difference_bpm,negative_favors_left,users,sessions,origins,aggregation,row_index_sha256,user_support_sha256
20260722,unseen_user,internal_test,60,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,5.8318541837439,5.868225508776028,5.863444059755312,-0.03637132503212724,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260723,unseen_user,internal_test,60,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,5.8573249984086155,5.8980176498574135,5.898516159545884,-0.04069265144879391,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260724,unseen_user,internal_test,60,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,5.866835023302627,5.910071302925875,5.8634929850653155,-0.043236279623248934,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260725,unseen_user,internal_test,60,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,5.849037996291018,5.882637926004923,5.865716769787082,-0.03359992971390599,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260726,unseen_user,internal_test,60,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,5.821257527522328,5.865654201936945,5.878344898985048,-0.04439667441461929,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260722,unseen_user,internal_test,60,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,5.8318541837439,5.868225508776028,5.863444059755312,0.004781449020716353,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260723,unseen_user,internal_test,60,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,5.8573249984086155,5.8980176498574135,5.898516159545884,-0.000498509688470895,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260724,unseen_user,internal_test,60,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,5.866835023302627,5.910071302925875,5.8634929850653155,0.046578317860559125,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260725,unseen_user,internal_test,60,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,5.849037996291018,5.882637926004923,5.865716769787082,0.016921156217843857,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260726,unseen_user,internal_test,60,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,5.821257527522328,5.865654201936945,5.878344898985048,-0.012690697048098136,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260722,unseen_user,internal_test,180,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,7.397328675132698,7.483583984784496,7.463302035482155,-0.0659733603494563,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260723,unseen_user,internal_test,180,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,7.393813521714101,7.474909910450453,7.493579627033447,-0.09976610531934156,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260724,unseen_user,internal_test,180,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,7.420023512988131,7.513736291915589,7.490491863614006,-0.07046835062587527,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260725,unseen_user,internal_test,180,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,7.4095151210211325,7.5011013679311525,7.486891899625586,-0.07737677860445541,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260726,unseen_user,internal_test,180,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,7.407143613988886,7.494663624289693,7.475140115688919,-0.0679965017000293,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260722,unseen_user,internal_test,180,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,7.397328675132698,7.483583984784496,7.463302035482155,-0.08625530965180252,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260723,unseen_user,internal_test,180,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,7.393813521714101,7.474909910450453,7.493579627033447,-0.08109638873635577,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260724,unseen_user,internal_test,180,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,7.420023512988131,7.513736291915589,7.490491863614006,-0.09371277892746092,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260725,unseen_user,internal_test,180,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,7.4095151210211325,7.5011013679311525,7.486891899625586,-0.09158624691002092,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260726,unseen_user,internal_test,180,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,7.407143613988886,7.494663624289693,7.475140115688919,-0.08752001030080438,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260722,unseen_user,internal_test,180,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,7.397328675132698,7.483583984784496,7.463302035482155,0.020281949302346218,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260723,unseen_user,internal_test,180,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,7.393813521714101,7.474909910450453,7.493579627033447,-0.018669716582985774,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260724,unseen_user,internal_test,180,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,7.420023512988131,7.513736291915589,7.490491863614006,0.023244428301585664,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260725,unseen_user,internal_test,180,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,7.4095151210211325,7.5011013679311525,7.486891899625586,0.014209468305565515,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260726,unseen_user,internal_test,180,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,7.407143613988886,7.494663624289693,7.475140115688919,0.01952350860077509,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260722,unseen_user,internal_test,300,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,8.126999924321053,8.251067273930005,8.265623251108465,-0.13862332678741143,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260723,unseen_user,internal_test,300,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,8.156570205230393,8.303367631426042,8.284732145754823,-0.1281619405244273,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260724,unseen_user,internal_test,300,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,8.21219925304349,8.336525668122572,8.299649821497988,-0.08745056845449506,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260725,unseen_user,internal_test,300,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,8.187462928227866,8.306116142314277,8.287428576342874,-0.09996564811500583,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260726,unseen_user,internal_test,300,mixed_history_minus_independent_zero,mixed history-informed minus independently trained zero-history,8.156834925000236,8.29121011839622,8.263283562354422,-0.10644863735419087,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260722,unseen_user,internal_test,300,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,8.126999924321053,8.251067273930005,8.265623251108465,-0.12406734960895092,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260723,unseen_user,internal_test,300,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,8.156570205230393,8.303367631426042,8.284732145754823,-0.14679742619565106,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260724,unseen_user,internal_test,300,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,8.21219925304349,8.336525668122572,8.299649821497988,-0.12432641507907807,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260725,unseen_user,internal_test,300,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,8.187462928227866,8.306116142314277,8.287428576342874,-0.11865321408640964,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260726,unseen_user,internal_test,300,mixed_history_minus_mixed_zero,mixed history-informed minus mixed forced-zero-history,8.156834925000236,8.29121011839622,8.263283562354422,-0.13437519339598938,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260722,unseen_user,internal_test,300,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,8.126999924321053,8.251067273930005,8.265623251108465,-0.01455597717846053,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260723,unseen_user,internal_test,300,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,8.156570205230393,8.303367631426042,8.284732145754823,0.018635485671223764,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260724,unseen_user,internal_test,300,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,8.21219925304349,8.336525668122572,8.299649821497988,0.03687584662458302,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260725,unseen_user,internal_test,300,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,8.187462928227866,8.306116142314277,8.287428576342874,0.0186875659714038,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
20260726,unseen_user,internal_test,300,mixed_zero_minus_independent_zero,mixed forced-zero-history minus independently trained zero-history,8.156834925000236,8.29121011839622,8.263283562354422,0.027926556041798507,True,105,15026,101184,"origin-within-session, session-within-user, equal-user mean",7da031568edc8a33a8b3eb0a97236bc8277b9d77c99ef018ff2f8e7642547964,cfabe6704d5297470cdede3c896a4de442b616553555488034cf9ea44148b1fa
